interaction_id,customer_id,interaction_type,interaction_date,channel,duration_minutes,resolution_status,satisfaction_score
INT_000362,CUST_009602,Email Inquiry,2024-10-26,Phone,12,Resolved,7
INT_000363,CUST_000572,Support Call,2024-11-24,Phone,16,Resolved,6
INT_000364,CUST_009567,Complaint,2025-03-01,Email,52,Pending,5
INT_000365,CUST_008466,Feedback,2025-05-13,Chat,13,Resolved,9
INT_000366,CUST_005150,Email Inquiry,2025-02-06,In-Store,8,Pending,7
INT_000367,CUST_005672,Return Request,2025-01-01,Phone,29,Resolved,4
INT_000368,CUST_001877,Billing Issue,2024-04-05,Phone,38,Resolved,4
INT_000369,CUST_006782,Billing Issue,2025-01-20,Chat,50,Pending,4
INT_000370,CUST_006008,Return Request,2025-02-03,Phone,28,Resolved,3
INT_000371,CUST_009936,Chat Session,2024-10-24,Phone,16,Resolved,7
INT_000372,CUST_008421,Email Inquiry,2025-04-23,Chat,15,Resolved,7
INT_000373,CUST_008094,Return Request,2025-03-04,Phone,12,Pending,3
INT_000374,CUST_000839,Complaint,2024-12-11,Email,17,Resolved,7
INT_000375,CUST_004459,Feedback,2024-03-27,Email,18,Escalated,7
INT_000376,CUST_002136,Product Question,2024-09-19,In-Store,29,Resolved,8
INT_000377,CUST_005432,Complaint,2024-08-28,Phone,29,Pending,3
INT_000378,CUST_001706,Chat Session,2024-08-14,Email,13,Resolved,7
INT_000379,CUST_003541,Return Request,2025-02-05,Phone,12,Escalated,5
INT_000380,CUST_000792,Product Question,2024-03-17,Phone,15,Resolved,7
INT_000381,CUST_008771,Email Inquiry,2023-07-25,Chat,6,Pending,6
INT_000382,CUST_006419,Feedback,2024-05-30,Chat,24,Resolved,8
INT_000383,CUST_003569,Complaint,2025-01-09,Chat,50,Resolved,7
INT_000384,CUST_001545,Return Request,2025-03-13,Phone,24,Resolved,7
INT_000385,CUST_005428,Complaint,2023-08-17,Phone,17,Resolved,4
INT_000386,CUST_006300,Return Request,2023-12-06,Phone,25,Resolved,8
INT_000387,CUST_007439,Billing Issue,2025-05-18,Social Media,25,Resolved,7
INT_000388,CUST_007664,Email Inquiry,2025-04-10,Chat,12,Resolved,9
INT_000389,CUST_004037,Email Inquiry,2025-04-14,Email,8,Resolved,6
INT_000390,CUST_009771,Billing Issue,2024-11-10,Email,40,Resolved,2
INT_000391,CUST_003903,Return Request,2024-04-04,In-Store,28,Resolved,6
INT_000392,CUST_000719,Chat Session,2025-02-05,Email,10,Resolved,8
INT_000393,CUST_008606,Email Inquiry,2025-05-17,Email,24,Pending,8
INT_000394,CUST_001133,Support Call,2024-01-03,Chat,47,Resolved,6
INT_000395,CUST_007834,Chat Session,2024-07-01,Phone,22,Resolved,9
INT_000396,CUST_002097,Return Request,2025-02-22,Email,21,Resolved,6
INT_000397,CUST_009192,Feedback,2025-06-18,In-Store,22,Pending,7
INT_000398,CUST_008098,Product Question,2025-04-15,Email,10,Resolved,7
INT_000399,CUST_006113,Return Request,2023-10-13,Phone,23,Resolved,7
INT_000400,CUST_001060,Support Call,2025-06-02,Phone,20,Pending,1
INT_000401,CUST_006740,Return Request,2025-06-03,Chat,25,Resolved,3
INT_000402,CUST_006021,Feedback,2024-12-14,Phone,5,Resolved,6
INT_000403,CUST_000985,Feedback,2024-06-16,Email,18,Resolved,8
INT_000404,CUST_009307,Return Request,2024-01-24,Chat,13,Resolved,8
INT_000405,CUST_008847,Product Question,2024-12-28,Email,24,Resolved,5
INT_000406,CUST_007676,Chat Session,2024-10-21,In-Store,11,Resolved,7
INT_000407,CUST_009753,Feedback,2025-06-07,Phone,7,Closed,6
INT_000408,CUST_007611,Feedback,2024-02-28,Chat,20,Resolved,10
INT_000409,CUST_002456,Product Question,2024-12-06,In-Store,16,Closed,5
INT_000410,CUST_003693,Billing Issue,2025-06-30,Email,18,Escalated,4
INT_000411,CUST_004377,Chat Session,2025-03-08,In-Store,20,Resolved,7
INT_000412,CUST_002419,Feedback,2024-04-04,Email,20,Escalated,4
INT_000413,CUST_009124,Support Call,2025-01-27,Phone,37,Resolved,1
INT_000414,CUST_006873,Complaint,2024-07-09,Phone,19,Closed,4
INT_000415,CUST_003424,Chat Session,2025-03-10,Phone,19,Escalated,5
INT_000416,CUST_008682,Email Inquiry,2024-08-04,Email,5,Escalated,6
INT_000417,CUST_009359,Email Inquiry,2025-06-13,Chat,14,Resolved,8
INT_000418,CUST_005169,Product Question,2025-02-03,Chat,12,Resolved,5
INT_000419,CUST_002719,Billing Issue,2024-11-16,Phone,22,Closed,6
INT_000420,CUST_006352,Email Inquiry,2023-09-28,Chat,12,Resolved,8
INT_000421,CUST_003557,Billing Issue,2024-04-15,Phone,57,Escalated,1
INT_000422,CUST_001024,Product Question,2024-11-13,Email,28,Closed,8
INT_000423,CUST_002699,Complaint,2023-11-22,Email,37,Pending,2
INT_000424,CUST_006755,Billing Issue,2025-05-18,In-Store,19,Pending,2
INT_000425,CUST_004298,Feedback,2024-12-25,Phone,15,Resolved,8
INT_000426,CUST_004000,Product Question,2024-05-28,In-Store,13,Closed,5
INT_000427,CUST_004196,Feedback,2025-04-09,Email,17,Resolved,8
INT_000428,CUST_007302,Feedback,2023-12-03,Social Media,20,Resolved,8
INT_000429,CUST_005283,Return Request,2025-03-01,Chat,15,Closed,6
INT_000430,CUST_004690,Billing Issue,2025-05-22,In-Store,35,Closed,5
INT_000431,CUST_008786,Chat Session,2024-02-26,Phone,17,Pending,5
INT_000432,CUST_008427,Support Call,2023-10-30,Chat,49,Resolved,8
INT_000433,CUST_002044,Chat Session,2023-11-17,Email,14,Closed,8
INT_000434,CUST_000702,Return Request,2025-02-16,In-Store,16,Resolved,6
INT_000435,CUST_003725,Chat Session,2025-02-20,Email,18,Resolved,7
INT_000436,CUST_006700,Complaint,2025-01-04,Email,48,Resolved,7
INT_000437,CUST_007608,Complaint,2023-10-04,Email,50,Pending,7
INT_000438,CUST_000045,Support Call,2025-04-07,Chat,41,Closed,3
INT_000439,CUST_007670,Return Request,2024-08-01,Phone,20,Resolved,7
INT_000440,CUST_009768,Billing Issue,2025-05-17,Phone,40,Closed,5
INT_000441,CUST_004373,Chat Session,2023-11-05,Chat,16,Resolved,5
INT_000442,CUST_005936,Email Inquiry,2023-07-11,Phone,5,Resolved,6
INT_000443,CUST_007770,Billing Issue,2025-06-11,Phone,45,Resolved,2
INT_000444,CUST_001067,Feedback,2023-08-20,Phone,23,Resolved,9
INT_000445,CUST_000642,Chat Session,2024-01-13,In-Store,18,Pending,4
INT_000446,CUST_008672,Billing Issue,2025-06-17,Chat,23,Resolved,4
INT_000447,CUST_002188,Return Request,2024-08-07,Chat,26,Closed,5
INT_000448,CUST_004197,Support Call,2023-12-02,Social Media,39,Resolved,3
INT_000449,CUST_006843,Chat Session,2024-12-17,Phone,15,Resolved,8
INT_000450,CUST_003277,Chat Session,2023-08-20,Email,22,Resolved,9
INT_000451,CUST_008867,Return Request,2024-06-22,In-Store,12,Escalated,4
INT_000452,CUST_007718,Feedback,2025-06-15,Chat,20,Resolved,6
INT_000453,CUST_005062,Product Question,2023-09-18,Email,15,Closed,4
INT_000454,CUST_007783,Support Call,2023-11-18,Chat,23,Resolved,1
INT_000455,CUST_006721,Email Inquiry,2024-05-09,Email,7,Escalated,6
INT_000456,CUST_007972,Complaint,2025-05-12,In-Store,53,Resolved,3
INT_000457,CUST_008825,Complaint,2025-06-18,Phone,28,Resolved,7
INT_000458,CUST_004991,Complaint,2025-01-01,Phone,30,Resolved,4
INT_000459,CUST_004793,Return Request,2024-03-23,Email,16,Pending,5
INT_000460,CUST_005097,Feedback,2025-02-03,Email,16,Pending,6
INT_000461,CUST_002789,Email Inquiry,2025-01-31,In-Store,23,Resolved,6
INT_000462,CUST_003206,Product Question,2024-11-22,In-Store,29,Escalated,5
INT_000463,CUST_000749,Billing Issue,2025-03-19,Phone,41,Resolved,2
INT_000464,CUST_004858,Billing Issue,2024-06-04,Email,56,Resolved,8
INT_000465,CUST_008911,Billing Issue,2025-04-01,Phone,16,Resolved,8
INT_000466,CUST_000052,Feedback,2025-06-03,Email,5,Resolved,6
INT_000467,CUST_000576,Chat Session,2024-10-22,Chat,20,Pending,5
INT_000468,CUST_000040,Complaint,2024-09-13,Phone,53,Pending,5
INT_000469,CUST_000897,Billing Issue,2023-12-06,Phone,21,Closed,2
INT_000470,CUST_004757,Chat Session,2024-01-14,Email,24,Escalated,6
INT_000471,CUST_004065,Return Request,2023-10-17,Chat,13,Resolved,6
INT_000472,CUST_003663,Product Question,2023-09-11,Chat,12,Escalated,6
INT_000473,CUST_005511,Support Call,2025-06-25,Email,22,Resolved,2
INT_000474,CUST_004370,Product Question,2024-11-03,Phone,28,Resolved,3
INT_000475,CUST_002285,Support Call,2025-05-24,In-Store,47,Resolved,8
INT_000476,CUST_007307,Complaint,2025-04-06,Phone,15,Pending,1
INT_000477,CUST_000185,Chat Session,2025-06-01,Phone,7,Resolved,9
INT_000478,CUST_005183,Email Inquiry,2024-08-06,Email,10,Escalated,4
INT_000479,CUST_009082,Email Inquiry,2024-08-30,In-Store,22,Resolved,8
INT_000480,CUST_005215,Feedback,2023-10-08,Email,11,Closed,9
INT_000481,CUST_009252,Billing Issue,2023-07-06,Email,24,Resolved,5
INT_000482,CUST_004653,Return Request,2025-02-07,Phone,16,Pending,5
INT_000483,CUST_009521,Return Request,2025-05-26,Email,15,Pending,8
INT_000484,CUST_002466,Chat Session,2024-10-12,Chat,20,Resolved,8
INT_000485,CUST_009104,Product Question,2025-01-26,Phone,29,Resolved,7
INT_000486,CUST_004934,Feedback,2024-06-13,Phone,12,Resolved,8
INT_000487,CUST_000133,Support Call,2025-04-13,Phone,50,Resolved,4
INT_000488,CUST_001246,Support Call,2024-03-01,Email,34,Resolved,4
INT_000489,CUST_006461,Product Question,2023-12-12,Email,24,Escalated,3
INT_000490,CUST_001510,Complaint,2024-11-25,Phone,15,Resolved,2
INT_000491,CUST_003913,Product Question,2025-02-19,Email,29,Resolved,5
INT_000492,CUST_009986,Support Call,2025-02-10,Phone,54,Resolved,2
INT_000493,CUST_000254,Support Call,2024-10-04,In-Store,49,Resolved,6
INT_000494,CUST_003163,Return Request,2024-05-18,In-Store,13,Resolved,6
INT_000495,CUST_005923,Complaint,2025-03-02,Phone,53,Escalated,3
INT_000496,CUST_001594,Return Request,2023-11-29,In-Store,22,Resolved,4
INT_000497,CUST_005376,Return Request,2024-10-24,Email,16,Pending,6
INT_000498,CUST_002541,Complaint,2023-08-26,Phone,20,Pending,5
INT_000499,CUST_003424,Product Question,2025-03-05,Chat,15,Pending,5
INT_000500,CUST_009953,Complaint,2025-03-28,In-Store,36,Resolved,5
INT_000501,CUST_005315,Product Question,2024-02-13,Email,28,Resolved,4
INT_000502,CUST_005269,Support Call,2025-02-25,Email,53,Pending,4
INT_000503,CUST_001414,Email Inquiry,2025-05-05,Chat,10,Escalated,7
INT_000504,CUST_006489,Product Question,2024-03-05,Phone,19,Resolved,5
INT_000505,CUST_007964,Email Inquiry,2024-01-17,Phone,10,Pending,5
INT_000506,CUST_008063,Email Inquiry,2023-08-26,In-Store,11,Resolved,7
INT_000507,CUST_008920,Chat Session,2025-05-28,Chat,8,Resolved,7
INT_000508,CUST_002636,Complaint,2025-03-26,In-Store,32,Resolved,5
INT_000509,CUST_007986,Billing Issue,2025-03-05,Email,49,Resolved,1
INT_000510,CUST_005691,Product Question,2024-12-22,Phone,17,Resolved,5
INT_000511,CUST_009009,Feedback,2023-11-17,Email,19,Resolved,5
INT_000512,CUST_005349,Chat Session,2024-05-15,Phone,9,Resolved,6
INT_000513,CUST_003535,Billing Issue,2025-01-20,Email,42,Pending,4
INT_000514,CUST_003590,Return Request,2024-12-30,Chat,15,Pending,3
INT_000515,CUST_009644,Feedback,2025-05-21,Phone,18,Pending,6
INT_000516,CUST_007011,Chat Session,2024-04-10,Email,8,Escalated,4
INT_000517,CUST_006989,Email Inquiry,2025-05-23,Chat,10,Resolved,8
INT_000518,CUST_006601,Return Request,2025-06-18,Email,14,Resolved,8
INT_000519,CUST_009838,Email Inquiry,2024-07-23,Phone,5,Resolved,10
INT_000520,CUST_009626,Complaint,2025-03-17,Email,35,Pending,1
INT_000521,CUST_006338,Product Question,2025-03-22,Phone,24,Resolved,7
INT_000522,CUST_009361,Feedback,2024-08-16,Phone,13,Resolved,7
INT_000523,CUST_005581,Email Inquiry,2025-06-15,Phone,5,Resolved,7
INT_000524,CUST_006599,Support Call,2025-01-30,Phone,19,Closed,4
INT_000525,CUST_005652,Complaint,2024-08-19,Email,33,Resolved,2
INT_000526,CUST_000018,Email Inquiry,2025-01-30,Chat,17,Resolved,6
INT_000527,CUST_004472,Complaint,2025-06-23,Phone,15,Resolved,6
INT_000528,CUST_002658,Billing Issue,2024-09-11,Phone,31,Resolved,4
INT_000529,CUST_006448,Complaint,2024-03-30,Phone,31,Resolved,3
INT_000530,CUST_000048,Feedback,2025-02-26,Phone,11,Resolved,10
INT_000531,CUST_001055,Feedback,2024-12-11,Email,12,Pending,6
INT_000532,CUST_008230,Return Request,2023-10-22,In-Store,15,Resolved,8
INT_000533,CUST_008162,Product Question,2025-01-04,Phone,26,Resolved,9
INT_000534,CUST_002773,Email Inquiry,2023-08-04,Chat,16,Escalated,7
INT_000535,CUST_006833,Email Inquiry,2024-01-02,Email,18,Escalated,5
INT_000536,CUST_001719,Complaint,2025-06-19,Chat,21,Resolved,7
INT_000537,CUST_009863,Chat Session,2024-07-03,Chat,9,Resolved,5
INT_000538,CUST_006062,Product Question,2025-05-19,Phone,14,Resolved,7
INT_000539,CUST_007456,Return Request,2023-10-11,Chat,25,Resolved,4
INT_000540,CUST_001170,Product Question,2025-03-08,Phone,22,Closed,7
INT_000541,CUST_009036,Feedback,2024-06-09,Phone,20,Pending,5
INT_000542,CUST_003562,Email Inquiry,2024-01-03,In-Store,20,Resolved,9
INT_000543,CUST_000939,Feedback,2025-06-02,Social Media,13,Resolved,7
INT_000544,CUST_002880,Billing Issue,2024-05-07,Phone,34,Resolved,3
INT_000545,CUST_007420,Product Question,2024-03-22,Phone,14,Resolved,4
INT_000546,CUST_000337,Return Request,2024-09-16,Chat,15,Resolved,9
INT_000547,CUST_009763,Product Question,2024-03-13,Phone,18,Pending,6
INT_000548,CUST_000262,Return Request,2024-09-26,In-Store,20,Resolved,7
INT_000549,CUST_007971,Product Question,2023-08-29,In-Store,23,Closed,6
INT_000550,CUST_004280,Email Inquiry,2024-07-28,Email,11,Resolved,5
INT_000551,CUST_009306,Feedback,2025-04-11,Phone,20,Resolved,9
INT_000552,CUST_007364,Feedback,2025-05-13,Phone,10,Pending,5
INT_000553,CUST_000994,Product Question,2024-08-01,Phone,27,Resolved,5
INT_000554,CUST_000088,Product Question,2025-04-15,Chat,12,Resolved,9
INT_000555,CUST_008821,Chat Session,2024-12-25,Social Media,12,Pending,7
INT_000556,CUST_002259,Support Call,2025-05-14,Phone,18,Resolved,2
INT_000557,CUST_001038,Support Call,2024-05-28,Chat,52,Pending,2
INT_000558,CUST_008323,Support Call,2024-06-21,In-Store,30,Closed,7
INT_000559,CUST_003932,Product Question,2024-05-04,In-Store,23,Closed,8
INT_000560,CUST_000066,Chat Session,2024-11-03,Chat,22,Resolved,9
INT_000561,CUST_008514,Email Inquiry,2025-05-10,In-Store,10,Closed,7
INT_000562,CUST_002811,Feedback,2024-05-06,Email,6,Resolved,6
INT_000563,CUST_005967,Return Request,2025-05-17,Social Media,25,Resolved,6
INT_000564,CUST_009017,Support Call,2024-06-20,Chat,24,Escalated,4
INT_000565,CUST_005183,Product Question,2025-06-20,In-Store,28,Pending,7
INT_000566,CUST_006224,Return Request,2024-08-09,Chat,21,Pending,7
INT_000567,CUST_005058,Complaint,2023-10-17,Social Media,49,Resolved,7
INT_000568,CUST_003174,Complaint,2023-07-30,In-Store,30,Resolved,5
INT_000569,CUST_003119,Chat Session,2025-04-29,Phone,7,Resolved,6
INT_000570,CUST_009028,Feedback,2024-06-07,Phone,22,Resolved,6
INT_000571,CUST_009664,Billing Issue,2023-08-20,Chat,57,Resolved,2
INT_000572,CUST_001197,Product Question,2024-05-08,Phone,10,Resolved,4
INT_000573,CUST_005410,Billing Issue,2025-06-18,Phone,55,Resolved,7
INT_000574,CUST_003246,Product Question,2024-10-26,Email,13,Resolved,7
INT_000575,CUST_000021,Return Request,2024-12-15,Email,12,Closed,4
INT_000576,CUST_006053,Billing Issue,2024-07-26,In-Store,20,Closed,1
INT_000577,CUST_003049,Email Inquiry,2024-12-20,Chat,18,Pending,7
INT_000578,CUST_006428,Product Question,2025-03-10,Phone,20,Pending,7
INT_000579,CUST_004678,Email Inquiry,2025-01-10,Chat,9,Resolved,9
INT_000580,CUST_009899,Feedback,2024-12-02,Phone,23,Pending,8
INT_000581,CUST_003321,Feedback,2024-06-05,In-Store,13,Resolved,8
INT_000582,CUST_005454,Return Request,2024-02-27,Email,11,Resolved,5
INT_000583,CUST_006662,Support Call,2024-07-17,In-Store,58,Closed,3
INT_000584,CUST_007271,Chat Session,2025-04-13,Email,19,Escalated,4
INT_000585,CUST_001800,Support Call,2024-03-31,Email,49,Escalated,5
INT_000586,CUST_006166,Support Call,2025-03-11,Phone,28,Resolved,1
INT_000587,CUST_007472,Billing Issue,2024-04-13,Phone,49,Resolved,6
INT_000588,CUST_003823,Email Inquiry,2024-01-31,Email,20,Closed,5
INT_000589,CUST_008252,Support Call,2024-03-08,Chat,47,Resolved,8
INT_000590,CUST_002270,Chat Session,2024-08-21,Phone,14,Escalated,6
INT_000591,CUST_010000,Product Question,2025-05-20,In-Store,11,Resolved,5
INT_000592,CUST_002712,Email Inquiry,2023-11-30,Chat,9,Resolved,10
INT_000593,CUST_003485,Product Question,2025-02-02,Email,16,Escalated,4
INT_000594,CUST_003445,Feedback,2025-06-14,Chat,18,Resolved,6
INT_000595,CUST_009963,Feedback,2025-06-07,Phone,22,Resolved,8
INT_000596,CUST_006390,Return Request,2025-06-30,Phone,16,Resolved,9
INT_000597,CUST_001899,Product Question,2025-04-10,Phone,14,Resolved,5
INT_000598,CUST_007431,Complaint,2025-04-04,Chat,52,Resolved,2
INT_000599,CUST_007028,Return Request,2024-01-28,Phone,17,Resolved,7
INT_000600,CUST_003672,Return Request,2025-05-06,Email,22,Resolved,7
INT_000601,CUST_003174,Billing Issue,2023-08-18,Email,47,Resolved,8
INT_000602,CUST_006053,Product Question,2024-02-16,Email,28,Resolved,5
INT_000603,CUST_001639,Feedback,2024-12-15,Phone,9,Pending,6
INT_000604,CUST_006223,Chat Session,2024-01-03,Chat,21,Resolved,10
INT_000605,CUST_000750,Feedback,2025-04-15,In-Store,20,Resolved,10
INT_000606,CUST_002900,Email Inquiry,2024-08-22,In-Store,13,Pending,8
INT_000607,CUST_003647,Complaint,2024-05-23,Phone,17,Resolved,5
INT_000608,CUST_007635,Return Request,2025-04-09,Chat,12,Closed,7
INT_000609,CUST_003533,Billing Issue,2025-06-26,In-Store,57,Pending,5
INT_000610,CUST_002791,Feedback,2025-06-15,Phone,14,Resolved,8
INT_000611,CUST_005030,Feedback,2024-12-01,Phone,24,Resolved,9
INT_000612,CUST_006426,Feedback,2025-05-15,In-Store,9,Pending,4
INT_000613,CUST_000979,Product Question,2025-04-22,Phone,14,Resolved,7
INT_000614,CUST_007700,Support Call,2025-05-27,Phone,49,Resolved,2
INT_000615,CUST_004981,Complaint,2023-10-03,Email,26,Resolved,5
INT_000616,CUST_007560,Return Request,2023-09-11,In-Store,10,Resolved,3
INT_000617,CUST_001263,Complaint,2024-05-20,Social Media,19,Closed,3
INT_000618,CUST_006516,Email Inquiry,2025-03-27,Chat,8,Resolved,8
INT_000619,CUST_000689,Support Call,2024-06-27,In-Store,19,Resolved,2
INT_000620,CUST_009276,Billing Issue,2023-09-07,In-Store,19,Resolved,4
INT_000621,CUST_008289,Support Call,2025-01-29,Email,20,Resolved,8
INT_000622,CUST_008877,Complaint,2025-03-31,Email,58,Closed,7
INT_000623,CUST_001310,Feedback,2025-06-24,Email,18,Escalated,6
INT_000624,CUST_007214,Email Inquiry,2024-10-15,Email,5,Resolved,6
INT_000625,CUST_001291,Email Inquiry,2024-08-29,Email,14,Closed,7
INT_000626,CUST_000283,Billing Issue,2024-11-13,Phone,39,Pending,2
INT_000627,CUST_007161,Billing Issue,2024-11-01,Email,24,Resolved,4
INT_000628,CUST_004924,Chat Session,2024-07-29,Email,6,Resolved,6
INT_000629,CUST_006400,Return Request,2025-04-23,Phone,20,Resolved,8
INT_000630,CUST_004893,Return Request,2025-02-27,In-Store,17,Resolved,5
INT_000631,CUST_007204,Email Inquiry,2025-04-05,Email,16,Escalated,5
INT_000632,CUST_002921,Support Call,2025-03-12,Chat,26,Resolved,4
INT_000633,CUST_005472,Support Call,2025-06-13,Phone,34,Resolved,3
INT_000634,CUST_008292,Complaint,2025-04-08,Phone,58,Escalated,3
INT_000635,CUST_001932,Chat Session,2025-03-23,In-Store,19,Resolved,10
INT_000636,CUST_007157,Product Question,2023-08-14,Phone,22,Resolved,5
INT_000637,CUST_002079,Return Request,2025-03-01,Phone,25,Closed,5
INT_000638,CUST_006039,Complaint,2025-03-03,Chat,27,Pending,1
INT_000639,CUST_002720,Email Inquiry,2024-08-12,Phone,19,Resolved,9
INT_000640,CUST_004187,Complaint,2024-10-27,Phone,40,Resolved,8
INT_000641,CUST_004422,Product Question,2024-03-24,Email,18,Escalated,2
INT_000642,CUST_005013,Support Call,2024-12-29,Email,41,Pending,1
INT_000643,CUST_004067,Feedback,2025-01-16,Chat,11,Resolved,10
INT_000644,CUST_000343,Complaint,2023-08-30,Phone,17,Pending,1
INT_000645,CUST_003668,Complaint,2024-12-11,In-Store,59,Resolved,2
INT_000646,CUST_000443,Complaint,2023-10-11,Email,31,Escalated,5
INT_000647,CUST_009921,Chat Session,2025-02-25,Phone,9,Escalated,7
INT_000648,CUST_001831,Complaint,2025-01-30,Phone,52,Resolved,4
INT_000649,CUST_001861,Support Call,2025-02-10,Email,23,Resolved,5
INT_000650,CUST_005839,Billing Issue,2023-11-26,Phone,42,Resolved,1
INT_000651,CUST_004987,Chat Session,2023-11-26,Email,24,Escalated,7
INT_000652,CUST_003130,Return Request,2024-06-10,Chat,17,Resolved,8
INT_000653,CUST_008546,Support Call,2025-03-10,Chat,28,Resolved,6
INT_000654,CUST_004171,Support Call,2023-08-12,Phone,46,Resolved,2
INT_000655,CUST_005821,Email Inquiry,2025-05-15,Social Media,6,Pending,8
INT_000656,CUST_008912,Product Question,2024-08-22,Chat,19,Pending,4
INT_000657,CUST_003830,Feedback,2025-01-20,In-Store,22,Resolved,6
INT_000658,CUST_003066,Product Question,2024-10-23,Phone,28,Resolved,6
INT_000659,CUST_002273,Chat Session,2025-03-31,In-Store,8,Resolved,6
INT_000660,CUST_008740,Product Question,2023-09-11,Phone,10,Escalated,6
INT_000661,CUST_001603,Billing Issue,2024-09-07,Email,25,Resolved,2
INT_000662,CUST_002348,Support Call,2024-01-29,Email,47,Pending,7
INT_000663,CUST_007470,Support Call,2024-08-16,Phone,56,Escalated,2
INT_000664,CUST_004583,Return Request,2023-10-05,Email,28,Resolved,5
INT_000665,CUST_002657,Chat Session,2024-06-09,Phone,22,Pending,5
INT_000666,CUST_006717,Support Call,2024-03-16,Email,24,Resolved,4
INT_000667,CUST_003680,Support Call,2024-06-04,Phone,17,Resolved,2
